Premier League 2009 -2904805.19 -3306402.83
Premier League 2010 -2904805.19 -3276315.32
Premier League 2000 -2904805.19 -4041649.96
Premier League 2018 -2904805.19 -2950889.52
Premier League 2005 -2904805.19 -3612478.1
Premier League 2009 -2904805.19 -3306402.83
Premier League 2010 -2904805.19 -3276315.32
Premier League 2000 -2904805.19 -4041649.96
Premier League 2018 -2904805.19 -2950889.52
Premier League 2005 2904805.19 3612478.1
Premier League 2009 -2904805.19 -3306402.83
Premier League 2010 -2904805.19 -3276315.32
Premier League 2000 -2904805.19 -4041649.96
Premier League 2018 -2904805.19 -2950889.52
Premier League 2005 -2904805.19 -3612478.1
Premier League 2009 -2904805.19 -3306402.83
Premier League 2010 -2904805.19 -3276315.32
Premier League 2000 -2904805.19 -4041649.96
Premier League 2018 -2904805.19 -2950889.52
Premier League 2005 -2904805.19 -3612478.1
Premier League 2009 -2904805.19 -3306402.83
