88,BresciaCalcio,Italy,SerieA,16450000.0,10150000.0,95,76,-6300000.0,20278849.28,11947087.22,-8331762.07
90,ACCesena,Italy,SerieA,10320000.0,12250000.0,82,61,1930000.0,11384109.86,13513114.9,2129005.04
90,ACVenezia1907,Italy,SerieA,3500000.0,2230000.0,22,21,-1280000.0,4746756.71,3024362.13,-1735956.74
92,VicenzaCalcio,Italy,SerieA,3000000.0,0.0,20,20,-3000000.0,4173042.64,0.0,-4173042.64
93,ParmaCalcio1913,Italy,SerieA,20400000.0,300000.0,83,58,-20100000.0,20718389.21,304682.19,-20413707.01
93,ChievoVerona,Italy,SerieA,28900000.0,31720000.0,233,190,2820000.0,33409677.57,35983843.55,2574165.98
96,CalcioCatania,Italy,SerieA,44450000.0,15720000.0,215,181,-28730000.0,50159596.7,16731566.43,-33428030.25
98,USLecce,Italy,SerieA,22200000.0,2450000.0,53,45,-19750000.0,28293386.06,2834179.87,-25459206.19
100,USPalermo,Italy,SerieA,330450000.0,346200000.0,675,506,15750000.0,380422911.21,386967978.19,6545362.79
85,CelticFC,Scotland,Premiership,162880000.0,118260000.0,246,231,-44640000.0,197987346.84,135395353.57,-62613804.82
93,RangersFC,Scotland,Premiership,142590000.0,106510000.0,182,169,-36100000.0,183280006.3,136085387.7,-47218051.87
6,Real Madrid,Spain,LaLiga,162750000.0,133500000.0,23,13,-29250000.0,165290090.36,135583576.43,-29706513.94
8,AtléticoMadrid,Spain,LaLiga,990290000.0,778000000.0,410,334,-212290000.0,1081262079.58,852294610.5,-228967469.08
10,FCBarcelona,Spain,LaLiga,1732820000.0,915490000.0,260,211,-817330000.0,1943067227.21,1017935792.38,-925131434.78
11,ValenciaCF,Spain,LaLiga,769360000.0,645730000.0,355,292,-123630000.0,857649470.08,726761134.69,-130888335.42
13,MálagaCF,Spain,LaLiga,89300000.0,14420000.0,61,49,-74880000.0,100561030.02,20058424.96,-80502605.06
17,VillarrealCF,Spain,LaLiga,494470000.0,392250000.0,317,274,-102230000.0,549242570.86,424045438.67,-125208511.82
25,SevillaFC,Spain,LaLiga,533980000.0,681030000.0,340,298,147050000.0,578485631.05,736600657.68,158115026.61
49,RealMadrid,Spain,LaLiga,1647650000.0,820850000.0,258,209,-826800000.0,1920258435.56,923254768.37,-997003667.21
50,RealBetisBalompié,Spain,LaLiga,211220000.0,135700000.0,169,156,-75530000.0,237116405.58,148341600.94,-88786731.95
60,DeportivoAlavés,Spain,LaLiga,4400000.0,0.0,10,15,-4400000.0,5844744.92,0.0,-5844744.92
62,AthleticBilbao,Spain,LaLiga,101600000.0,146300000.0,70,52,44700000.0,108112755.15,149708270.95,41595515.81
64,UDAlmería,Spain,LaLiga,24250000.0,8000000.0,33,28,-16250000.0,28402840.28,9254464.87,-19148375.41
67,GranadaCF,Spain,LaLiga,25260000.0,7400000.0,110,88,-17860000.0,27477982.14,7948568.54,-19529413.59
68,UDLasPalmas,Spain,LaLiga,5700000.0,0.0,14,11,-5700000.0,7928781.02,0.0,-7928781.02
72,CeltadeVigo,Spain,LaLiga,98820000.0,104620000.0,112,92,5800000.0,110872861.07,120496363.08,9623502.01
75,RealSociedad,Spain,LaLiga,139200000.0,127850000.0,162,131,-11350000.0,158803634.64,136455396.12,-22348238.54
77,RacingSantander,Spain,LaLiga,23780000.0,23350000.0,64,64,-430000.0,28733692.15,28176470.89,-557221.26
79,LevanteUD,Spain,LaLiga,29400000.0,33000000.0,33,39,3600000.0,30732781.47,33515041.36,2782259.9
82,RealZaragoza,Spain,LaLiga,123230000.0,136850000.0,151,152,13620000.0,148305659.12,162090280.61,13784809.91
86,RCDMallorca,Spain,LaLiga,41630000.0,78000000.0,102,111,36370000.0,50958223.95,95418701.32,44460477.37
87,GetafeCF,Spain,LaLiga,80000000.0,50400000.0,98,91,-29600000.0,88753047.78,56515905.26,-32237142.54
94,CAOsasuna,Spain,LaLiga,10050000.0,23900000.0,21,17,13850000.0,11986941.86,28506259.74,16519317.88
95,RCDEspanyolBarcelona,Spain,LaLiga,95000000.0,86690000.0,129,128,-8310000.0,108467008.17,95114884.23,-13352123.96
96,DeportivodeLaCoruña,Spain,LaLiga,158020000.0,115410000.0,161,125,-42610000.0,210701272.11,149448111.37,-61253160.76
98,RealMurciaCF,Spain,LaLiga,12430000.0,2200000.0,47,35,-10230000.0,15110842.53,2624007.17,-12486835.35
