,    Order |  ,    Club |  ,    State |  ,    Competition |  ,    Expenditures |  ,    Arrivals |  ,    Income  |  ,    Departures |  ,    Balance |  ,    Season |  , Inflacion + Income |  , Inflacion + Expenditures |  , Inflacion + Balance |  
1508,80,ACParma,Italy,SerieA,11710000.0,105,28950000.0,78,17250000.0,2011,31935075.62,12917434.73,19028672.0
1509,80,SantosFC,Brazil,SérieA,9850000.0,45,15680000.0,42,5830000.0,2010,17680910.28,11106949.38,6573960.9
1510,80,FCTwenteEnschede,Netherlands,Eredivisie,9200000.0,18,11000000.0,17,1800000.0,2009,12517607.19,10469271.47,2048335.72
1511,80,AlHilalRiyadh,SaudiArabia,ProfessionalLeague,10600000.0,11,750000.0,13,-9850000.0,2008,867606.08,12262165.95,-11394559.87
1512,80,SteauaBukarest,Romania,Liga1,12700000.0,28,5650000.0,26,-7050000.0,2007,6738927.51,15147677.77,-8408750.26
1513,80,AthleticBilbao,Spain,LaLiga,8000000.0,14,300000.0,12,-7700000.0,2006,364714.76,9725727.04,-9361012.27
1514,80,SLBenfica,Portugal,LigaNOS,5800000.0,44,9800000.0,28,4000000.0,2005,12184400.59,7211175.86,4973224.73
1515,80,LevanteUD,Spain,LaLiga,3400000.0,12,0.0,14,-3400000.0,2004,0.0,4326991.3,-4326991.3
1516,80,MetalurhDonetsk,Ukraine,PremierLiga,2600000.0,13,250000.0,16,-2350000.0,2003,324590.23,3375738.35,-3051148.12
1517,80,HerthaBSC,Germany,Bundesliga,2550000.0,9,9250000.0,6,6700000.0,2002,12287247.84,3387295.35,8899952.49
1518,80,ACFFiorentina,Italy,SerieA,5000000.0,15,76750000.0,14,71750000.0,2001,104089593.62,6781081.02,97308512.6
1519,80,GrasshopperClubZurich,Switzerland,SuperLeague,4500000.0,11,5750000.0,18,1250000.0,2000,7998331.73,6259563.96,1738767.77
1520,81,SLBenfica,Portugal,LigaNOS,25610000.0,47,66830000.0,35,41220000.0,2018,67873036.8,26009703.31,41863333.49
1521,81,HullCity,England,Championship,19850000.0,24,45170000.0,29,25330000.0,2017,46491910.85,20430914.99,26071288.5
1522,81,RealBetisBalompié,Spain,LaLiga,20900000.0,25,8000000.0,26,-12900000.0,2016,8324670.09,21748200.61,-13423530.52
1523,81,GuangzhouR&F,China,SuperLeague,16080000.0,17,23800000.0,16,7730000.0,2015,24827944.76,16774510.58,8063866.09
1524,81,SSLazio,Italy,SerieA,12750000.0,50,150000.0,35,-12600000.0,2014,156212.5,13278062.22,-13121849.72
1525,81,ACParma,Italy,SerieA,10600000.0,380,22210000.0,240,11610000.0,2013,23325899.25,11132576.86,12193322.39
1526,81,SportingCP,Portugal,LigaNOS,10750000.0,44,15240000.0,38,4490000.0,2012,16360616.82,11540461.34,4820155.48
1527,81,ClubTijuana,Mexico,LigaMXClausura,11500000.0,24,0.0,27,-11500000.0,2011,0.0,12685781.33,-12685781.33
1528,81,ASMonaco,France,Ligue1,9750000.0,38,14100000.0,31,4350000.0,2010,15899287.94,10994188.47,4905099.47
1529,81,CagliariCalcio,Italy,SerieA,8750000.0,22,1050000.0,16,-7700000.0,2009,1194862.5,9957187.54,-8762325.03
1530,81,AlSaddSportsClub,Qatar,StarsLeague,10600000.0,8,3500000.0,8,-7100000.0,2008,4048828.38,12262165.95,-8213337.57
1531,81,ACSiena,Italy,SerieA,12650000.0,38,3380000.0,34,-9280000.0,2007,4031429.2,15088041.24,-11068539.35
1532,81,DynamoKyiv,Portugal,LigaNOS,7900000.0,44,10830000.0,30,2930000.0,2006,13166202.98,9604155.45,3562047.53
1533,81,UdineseCalcio,Italy,SerieA,5800000.0,53,28000000.0,34,22200000.0,2005,34812573.12,7211175.86,27601397.26
1534,81,StandardLiège,Belgium,JupilerProLeague,3390000.0,27,6000000.0,24,2620000.0,2004,7635867.0,4314264.85,3334328.59
1535,81,CeltadeVigo,Spain,LaLiga,2500000.0,18,4000000.0,12,1500000.0,2003,5193443.61,3245902.26,1947541.35
1536,81,ComoCalcio,Italy,SerieA,2500000.0,28,500000.0,29,-2000000.0,2002,664175.56,3320877.8,-2656702.24
1537,81,SVWerderBremen,Germany,Bundesliga,4980000.0,11,8500000.0,14,3530000.0,2001,11527837.73,6753956.69,4787443.2
1538,81,AEKAthens,Greece,SuperLeague,4500000.0,20,0.0,19,-4500000.0,2000,0.0,6259563.96,-6259563.96
1539,82,GalatasaraySK,Turkey,SüperLig,25530000.0,30,31850000.0,28,6310000.0,2018,32347092.95,25928454.73,6408482.15
1540,82,FenerbahceSK,Turkey,SüperLig,19680000.0,20,17360000.0,18,-2320000.0,2017,17868044.55,20255939.9,-2387895.35
1541,82,LOSCLille,France,Ligue1,20700000.0,27,47000000.0,31,26300000.0,2016,48907436.77,21540083.85,27367352.92
1542,82,CagliariCalcio,Italy,SerieB,15700000.0,54,18640000.0,50,2940000.0,2015,19445079.43,16378098.01,3066981.41
1543,82,BorussiaMönchengladbach,Germany,Bundesliga,12750000.0,12,17900000.0,11,5150000.0,2014,18641357.94,13278062.22,5363295.72
1544,82,Hannover96,Germany,Bundesliga,10500000.0,19,4700000.0,20,-5800000.0,2013,4936142.57,11027552.55,-6091409.98
1545,82,AlaniaVladikavkaz,Russia,PremierLiga,10600000.0,24,800000.0,27,-9800000.0,2012,858825.03,11379431.65,-10520606.62
1546,82,RealZaragoza,Spain,LaLiga,11500000.0,24,15800000.0,31,4300000.0,2011,17429160.44,12685781.33,4743379.11
1547,82,AlNasr(Dubai),UnitedArabEmirates,UAEGulfLeague,9600000.0,7,0.0,12,-9600000.0,2010,0.0,10825047.11,-10825047.11
1548,82,UCSampdoria,Italy,SerieA,8750000.0,58,14880000.0,45,6130000.0,2009,16932908.64,9957187.54,6975721.1
1549,82,ParisSaintGermain,France,Ligue1,10500000.0,22,21750000.0,16,11250000.0,2008,25160576.36,12146485.14,13014091.22
1550,82,HamburgerSV,Germany,Bundesliga,12250000.0,15,8910000.0,15,-3340000.0,2007,10627229.05,14610949.03,-3983719.98
1551,82,MetalurhDonetsk,Ukraine,PremierLiga,7900000.0,29,570000.0,21,-7330000.0,2006,692958.05,9604155.45,-8911197.4
1552,82,AustriaVienna,Austria,Bundesliga,5650000.0,22,2020000.0,18,-3630000.0,2005,2511478.49,7024679.93,-4513201.44
1553,82,RosenborgBK,Norway ,Norway Eliteserien,3320000.0,10,1890000.0,8,-1430000.0,2004,2405298.1,4225179.74,-1819881.63
1554,82,ManchesterUnitedU18,England,England,2500000.0,5,0.0,6,-2500000.0,2003,0.0,3245902.26,-3245902.26
