455,SerieB,2001,Italy,233537.23,316726.98
456,3.Liga,2001,Germany,12644.23,17148.31
457,LaLiga2,2001,Spain,148669.2,201627.58
458,Ligue2,2001,France,94372.29,127989.23
459,Eliteserien,2001,Norway,74204.55,100637.41
460,OBOS-ligaen,2001,Norway,2343.75,3178.63
461,J1League,2001,Japan,37931.03,51442.68
462,Virsliga,2001,Latvia,0.0,0.0
463,SerieA,2000,Italy,654748.6,910764.61
464,PremierLeague,2000,England,987286.14,1373329.05
465,LaLiga,2000,Spain,1618590.91,2251482.96
466,Ligue1,2000,France,740260.87,1029713.39
467,Bundesliga,2000,Germany,322160.49,448129.83
468,SüperLig,2000,Turkey,143203.59,199198.23
469,Eredivisie,2000,Netherlands,415909.09,578535.46
470,LigaNOS,2000,Portugal,323097.83,449433.67
471,SuperLeague,2000,Greece,64189.94,89289.12
472,JupilerProLeague,2000,Belgium,81136.36,112861.84
473,Bundesliga,2000,Austria,14583.33,20285.62
474,2.Bundesliga,2000,Germany,50683.76,70501.83
475,Championship,2000,England,135000.0,187786.92
476,SuperLeague,2000,Switzerland,168037.38,233742.39
477,PremierLiga,2000,Russia,56707.32,78880.68
478,SerieB,2000,Italy,73658.54,102460.07
479,PremierLiga,2000,Ukraine,480000.0,667686.82
480,LaLiga2,2000,Spain,387781.95,539410.21
481,Eliteserien,2000,Norway,237500.0,330365.88
482,J1League,2000,Japan,17880.79,24872.44
483,Ekstraklasa,2000,Poland,28025.48,38983.84
484,Ligue2,2000,France,71981.98,100127.96
485,SerieC-GironeB,2000,Italy,3270.44,4549.23
486,3.Liga,2000,Germany,8540.15,11879.46
487,SerieC-GironeA,2000,Italy,0.0,0.0
