,    Year |  ,    Expend |  ,    Income |  ,    Balance |  ,    number of Season |  ,    sum of Arrivlas |  ,    sum of Depatrues |  ,    avg Expend of Arrivlas |  ,    avg Income of Depatrues |  ,    avg Balance of Depatrues |  ,    avg Expend/Season |  ,    avg Income/Season |  ,    avg Balance/Season |  
0,2016.0,6197456734.96,5680328229.03,-516816330.76,26.0,10635.0,10465.0,582741.58,542792.95,-49385.22,238363720.58,218474162.66,-19877551.18
